,sha,source_x,title,doi,pmcid,pubmed_id,license,abstract,publish_time,authors,journal,Microsoft Academic Paper ID,WHO #Covidence,has_full_text,full_text_file
10,60bf634cf15582a6b7f72eb3811ca5d8b8825c44,Elsevier,Determination of microsomal lauric acid hydroxylase activity by HPLC with flow-through radiochemical quantitation,10.1016/0003-2697(88)90093-0,,3389520.0,els-covid,"Abstract An assay for the microsomal hydroxylation of lauric acid (LA), based on HPLC with flow-through radiochemical detection, has been developed. Conditions were optimized for resolution and quantitation of three microsomal metabolites of LA, one of which has not been reported previously as a metabolite of LA in mammalian microsomal incubations. These products, 12-(ω)-hydroxy-LA, 11-(ω-1)-hydroxy-LA, and a novel metabolite, 10-(ω-2)-hydroxy-LA, were isolated by HPLC and identified by gas chromatography/mass spectrometry. In the presence of NADPH, the formation of all three metabolites was linear with time and microsomal protein concentration. Hydrogen peroxide also supported the microsomal metabolism of LA, although the ratio of metabolites was substantially different than that produced by NADPH-supported microsomes. Several biochemical probes (metyrapone, α-naphthoflavone, 2-diethylaminoethyl-2,2-diphenylvalerate hydrochloride, and 10-undecynoic acid) were used to dissociate the three LA hydroxylase activities. These experiments suggest that the site-specific hydroxylation [ω-, (ω-1)-, (ω-2)-] of LA may be catalyzed by different isozymes of cytochrome P-450.",1988-04-30,"Romano, Maria C.; Straub, Kenneth M.; Yodis, Lee Ann P.; Eckardt, Regina D.; Newton, John F.",Analytical Biochemistry,,,True,custom_license
11,b84658904af7f828615c7de04ffcb088bd49c50d,Elsevier,Phospholipid vesicles containing bovine heart mitochondrial cytochrome c oxidase exhibit proton translocating activity in the presence of gramicidin,10.1016/0003-9861(91)90605-I,,1716878.0,els-covid,"Abstract Phospholipid vesicles containing bovine heart mitochondrial cytochrome c oxidase (COV) were characterized for electron transfer and proton translocating activities in the presence of the mobile potassium ionophore, valinomycin, and the channel-forming ionophore, gramicidin, in order to determine if the ionophores modify the functional properties of the enzyme. In agreement with previous work, incubation of COV with valinomycin resulted in a perturbation of the absorbance spectrum of oxidized heme aa 3 in the Soret region (430 nm); gramicidin had no effect on the heme aa 3 absorbance spectrum. Different concentrations of the two ionophores were required for maximum respiratory control ratios in COV; 40- to 70-fold higher concentrations of valinomycin were required to completely uncouple electron transfer activity when compared to gramidicin. The proton translocating activity of COV incubated with each ionophore gave a similar apparent proton translocated to electron transferred stoichiometry ( H+ e− ratio) of 0.66 ± 0.10. However, COV treated with low concentrations of gramicidin (0.14 mg/g phospholipid) exhibited 1.5- to 2.5-fold higher rates of alkalinization of the extravesicular media after the initial proton translocation reaction than did COV treated with valinomycin, suggesting that gramicidin allows more rapid equilibration of protons across the phospholipid bilayer during the proton translocation assay. Moreover, at higher concentrations of gramicidin (1.4 mg/g phospholipid), the observed H+ e− ratio decreased to 0.280 ± 0.020, while the rate of alkalinization increased an additional 2-fold, suggesting that at higher concentrations, gramicidin acts as a proton ionophore. These results support the hypothesis that cytochrome c oxidase is a redox-linked proton pump that operates at similar efficiencies in the presence of either ionophore. Low concentrations of gramicidin dissipate the membrane potential in COV most likely by a channel mechanism that is different from the carrier mechanism of valinomycin, yet does not make the phospholipid bilayer freely permeable to protons.",1991-10-31,"Prochaska, Lawrence J.; Wilson, Kathryn S.",Archives of Biochemistry and Biophysics,,,True,custom_license
12,c05ffd04482059ba3cd3965a389003e814ee2699,Elsevier,The oligomeric structure of renal aminopeptidase N from bovine brush-border membrane vesicles,10.1016/0005-2736(93)90386-E,,8093665.0,els-covid,"Abstract Bovine renal brush-border membrane vesicle aminopeptidase N at various stages of purity was treated with two bifunctional cross-linking agents. A pattern of emergence of higher molecular weight forms was observed. By using a cleavable cross-linker, aminopeptidase N was shown to cross-link both to itself and to its breakdown products as well as to dipeptidyl peptidase IV. Using this technique it was possible to identify three of the breakdown products as 45 kDa, 66 kDa and 95 kDa peptides. N-terminal amino acid sequence analysis was used to define the precise cleavage points for the bovine renal aminopeptidase N breakdown products. The short amino acid sequences obtained show strong sequence similarity with the human intestinal and rat kidney aminopeptidase N.",1993-01-18,"Plakidou-Dymock, Stella; McGivan, John D.",Biochimica et Biophysica Acta (BBA) - Biomembranes,,,True,custom_license
13,,Elsevier,Monoclonal antibodies identify multiple epitopes on maize leaf nitrate reductase,10.1016/0006-291X(85)91946-1,,2409966.0,els-covid,"Abstract Nine hybridoma cell lines secreting antibodies against the maize leaf nitrate reductase have been distinguished by reciprocal competition for binding to the antigenic site. Inhibition of enzymatic activities, and western blots of native enzyme and denatured subunits revealed different behaviors of individual antibodies towards the antigen. Two classes of monoclonal antibodies are inhibitory of NADH and methyl viologen nitrate reductase activities, but only one affects also NADH cytochrome c reductase activity. The associated epitopes are sensitive to antigen conformation. Among the 4 other classes, one is specific for the native conformation of the molecule, another binds more strongly to the denatured antigen, and two recognize equally well the two forms.",1985-06-28,"Cherel, Isabelle; Grosclaude, Jeanne; Rouze, Pierre",Biochemical and Biophysical Research Communications,,,False,custom_license
14,0fa2750b5605f80e81064c6442a823ca3bf65f85,Elsevier,"Predict7, a program for protein structure prediction",10.1016/0006-291X(89)90049-1,,2539121.0,els-covid,"Abstract We describe a program for protein sequence analysis which runs in IBM PC computers. Protein sequences are loaded from files in Mount-Conrad and Lipman-Pearson format. Seven features are analyzed: hydrophilicity, hydropathy, surface probability, side chain flexibility, antigenicity, secondary structure and N-glycosylation sites. Numeric results can be shown, printed or stored in files exportable to other programs. Graphics of up to four predictions can be displayed on the screen, printed out or plotted, with several definable options. This program has been designed to be fast, user-friendly and to be shared with the scientific community.",1989-03-15,"Cármenes, R.S.; Freije, J.P.; Molina, M.M.; Martín, J.M.",Biochemical and Biophysical Research Communications,,,True,custom_license
15,d9d3627bd3e93877a8934f06db472f3d641bbc99,Elsevier,Suppression of MHV3 virus-activated macrophages by dieldrin,10.1016/0006-2952(86)90056-0,,3017357.0,els-covid,"Abstract Dieldrin (36 mg/kg body weight) administered intraperitoneally prolonged recovery from infection with mouse hepatitis virus 3 (MHV3) in the genetically-resistant A/J strain, affected the humoral anti-MHV3 IgG immune response, and inhibited the intrinsic antiviral activity of peritoneal macrophages upon in vitro rechallenge with the virus. Infection of untreated A/J animals and vehicle controls with MHV3 resulted in marked and reproducible activation of peritoneal macrophages, observed in vitro as resistance to MHV3-cytopathic effects 48 hr after rechallenge with the virus, whereas exposure to dieldrin resulted in apparent loss of the intrinsic capacity of cells to restrict replication of MHV3 and to protect them from cytolysis. In addition, in vitro treatment of MHV3 virus-activated macrophages with dieldrin, mitomycin C and X-irradiation, inhibited the intrinsic capacity of cells to restrict MHV3 replication. This mechanism of cellular restriction of the virus by MHV3-activated macrophages from the resistant A/J strain appeared to be one of the sensitive targets for the suppressive action of dieldrin on host resistance, as (i) no major changes in macrophage cellular parameters were observed in in vitro studies of cell viability, adherence to plastic, and Superoxide anion generation; (ii) the increased cell yield in the peritoneal exudates during MHV3 virus infection was not affected by dieldrin exposure; and (iii) the attachment and uptake of [3H]MHV3 by virus-activated macophages was shown to be unchanged by dieldrin exposure.",1986-08-01,"Krzystyniak, Krzysztof; Bernier, Jacques; Hugo, Patrice; Fournier, Michel",Biochemical Pharmacology,,,True,custom_license
16,005d48b545794f09d6db2d03a770466dcacaf7c2,Elsevier,"Broad-spectrum antiviral activity of carbodine, the carbocyclic analogue of cytidine",10.1016/0006-2952(90)90031-F,,1689159.0,els-covid,"Abstract Carbocyclic cytidine (C-Cyd) is a broad-spectrum antiviral agent active against DNA viruses [pox (vaccinia)], (+)RNA viruses [toga (Sindbis, Semliki forest), corona], (−)RNA viruses [orthomyxo (influenza), paramyxo (parainfluenza, measles), rhabdo (vesicular stomatitis)] and (±)RNA viruses (reo). The target enzyme of C-Cyd is supposed to be CTP synthetase that converts UTP to CTP. In keeping with this assumption are the observations that (i) C-Cyd effects a dose-dependent inhibition of RNA synthesis in both virus-infected and uninfected cells, and (ii) exogenous addition of either Urd or Cyd reverses both the antiviral and cytocidal activity of C-Cyd, whereas addition of dThd or dCyd fails to do so. The selectivity of C-Cyd against Sindbis, vesicular stomatitis and reo virus is markedly increased when C-Cyd is combined with Cyd (10 μg/mL). This combination may therefore be worth pursuing as a chemotherapeutic modality for the treatment of virus infections.",1990-01-15,"De Clercq, Erik; Bernaerts, Ria; Shealy, Y.Fulmer; Montgomery, John A.",Biochemical Pharmacology,,,True,custom_license
17,5c2e73c15119b111f62143f5b94bc531963eb799,Elsevier,Inhibition of ribonucleotide reductase and growth of human colon carcinoma HT-29 cells and mouse leukemia L1210 cells by N-hydroxy-N′-aminoguanidine derivatives,10.1016/0006-2952(90)90356-P,,2242014.0,els-covid,"Abstract A series of N-hydroxy-N′-aminoguanidine (HAG) derivatives were studied and compared for their effects on ribonucleotide reductase activity in cell-free extracts; on nucleic acid synthesis and the growth of human colon carcinoma HT-29 cells; and on mouse leukemia L1210 cells in culture. The HAG derivatives [RCHNNHC(NH)NHOH-tosylate] studied could be grouped as; (1) hydroxy-benzylidines; (2) methoxybenzylidines; and (3) nitrobenzylidines substituted at the R position. 2′-Hydroxybenzylidine-HAG, the lead compound, was relatively active in both HT-29 cells and L1210 cells (20 ± 5 and 13 ± 4 μM for 50% inhibition of HT-29 and L1210 cell growth respectively). The monohydroxybenzylidene compounds were generally more active than the dihydroxy- and trihy-droxybenzylidene-HAG derivatives. The methoxybenzylidene-HAGs were as active as the monohy-droxybenzylidene-HAGs. 2′-Hydroxy-4′-methoxybenzylidene-HAG was much more active than 2′,4′-dihydroxybenzylidene-HAG. The mononitrobenzylidene-HAGs were more active than the dinitro-benzylidene-HAG compound. In general, L1210 cells were more sensitive to the effects of the HAG compounds than were HT-29 cells. There was good agreement between the concentration of drug required to inhibit the growth of HT-29 cells and that required to inhibit the growth of L1210 cells. There was also good correlation between the ability of HAG derivatives to inhibit ribonucleotide reductase activity and to inhibit tumor cell growth. Some derivatives, such as 2′,3′,4′- and 3′,4′,5′-trihydroxybenzylidene-HAG inhibited L1210 cell growth by 50% at lower concentrations (7.8 and 11.9 μM respectively) than the concentrations needed for 50% inhibition of HT-29 cell growth (196 and 234 μM respectively) and ribonucleotide reductase activity (122 and 188 μM respectively). The studies of nucleic acid synthesis in L1210 cells using [3H]cytidine as a precursor showed that 2′,3′,4′-trihy-droxybenzylidine-HAG inhibited DNA synthesis at a lower concentration (29 μM for 50% inhibition) than was needed for the inhibition of RNA synthesis and formation of [3H]deoxycytidine nucleotides in the acid-soluble fraction (320 and 820 μM for 50% inhibition respectively). These results indicate that 2′,3′,4′-trihydroxybenzylidine-HAG inhibits DNA synthesis in L1210 cells through other mechanisms rather than exclusively through the inhibition of ribonucleotide reductase activity.",1990-10-15,"Masahiko, Matsumoto; Fox, John G.; Pou-Hsiung, Wang; Koneru, Phanesh B.; Lien, Eric J.; Cory, Joseph G.",Biochemical Pharmacology,,,True,custom_license
18,8b4c7bd63dceaa9bab63a5ceefc1fdb203d1b784,Elsevier,Antitumor activity and biochemical effects of topsentin,10.1016/0006-2952(91)90031-Y,,,els-covid,"Abstract Topsentin, a bis(indolyl)imidazole marine natural product, inhibited the proliferation of cultured human and murine tumor cells at micromolar concentrations (ic50 values ranged from 4 to 40 μM) and was active against in vivo P388 leukemia (% T C = 137, 150 mg/kg , QD1-5) and B16 melanoma (% T C = 144, 37.5 mg/kg , QD1-9) tumors. Effects of 30 μM topsentin (1-hr exposures) on incorporation of radiolabeled precursors by P388 cells indicated inhibition of DNA synthesis (91%) and to a lesser extent RNA synthesis (57%), whereas synthesis of protein was unaffected (0%). Fluorescence spectral changes and competitive binding experiments with ethidium bromide indicated that topsentin interacted with DNA. No evidence for intercalation was observed in DNA unwinding studies, but competitive binding experiments with Hoechst 33342 and CC-1065 indicated that topsentin bound to DNA in the minor groove.",1991-07-25,"Burres, Neal S.; Barber, Dustan A.; Gunasekera, Sarath P.; Shen, Linus L.; Clement, Jacob J.",Biochemical Pharmacology,,,True,custom_license
19,fccbe2d1dab29119bf24e065b589725df5ae2c7a,Elsevier,"Broad-spectrum antiviral and cytocidal activity of cyclopentenylcytosine, a carbocyclic nucleoside targeted at CTP synthetase",10.1016/0006-2952(91)90120-T,,1710119.0,els-covid,"Abstract Cyclopentenylcytosine (Ce-Cyd) is a broad-spectrum antiviral agent active against DNA viruses [herpes (cytomegalo), pox (vaccinia)], (+)RNA viruses [picorna (polio, Coxsackie, rhino), toga (Sindbis, Semliki forest), corona], (−)RNA viruses [orthomyxo (influenza), paramyxo (parainfluenza, measles), arena (Junin, Tacaribe), rhabdo (vesicular stomatitis)] and (±)RNA viruses (reo). Ce-Cyd is a more potent antiviral agent than its saturated counterpart, cyclopentylcytosine (carbodine, C-Cyd). Ce-Cyd also has potent cytocidal activity against a number of tumor cell lines. The putative target enzyme for both the antiviral and antitumor action of Ce-Cyd is assumed to be the CTP synthetase that converts UTP to CTP. In keeping with this hypothesis was the finding that the antiviral and cytocidal effects of Ce-Cyd are readily reversed by Cyd and, to a lesser extent, Urd, but not by other nucleosides such as dThd or dCyd. In contrast, pyrazofurin and 6-azauridine, two nucleoside analogues that are assumed to interfere with OMP decarboxylase, another enzyme involved in the biosynthesis of pyrimidine ribonucleotides, potentiate the cytocidal activity of Ce-Cyd. Ce-Cyd should be further pursued, as such and in combination with OMP decarboxylase inhibitors, for its therapeutic potential in the treatment of both viral and neoplastic diseases.",1991-06-15,"de Clercq, Erik; Murase, Junichi; Marquez, Victor E.",Biochemical Pharmacology,,,True,custom_license
20,3843020862eda73775740154e71c3e991ebaaf8f,Elsevier,"Inhibition of aminopeptidases N, A and W A re-evaluation of the actions of bestatin and inhibitors of angiotensin converting enzyme",10.1016/0006-2952(92)90065-Q,,1360211.0,els-covid,"Abstract The effects of a range of metallopeptidase inhibitors on the activities of the porcine kidney cell surface zinc aminopeptidases, aminopeptidase A (AP-A; EC 3.4.11.2), aminopeptidase N (AP-N; EC 3.4.11.7) and aminopeptidase W (AP-W; EC 3.4.11.16), have been directly compared. Amastatin and probestin were effective against all three aminopeptidases, with the concentration of inhibitor required to cause 50% inhibition (I50) in the low micromolar range (I50 = 1.5–20 μM), except for probestin with AP-N which displayed an I50 of 50 nM. Actinonin failed to inhibit significantly either AP-A or AP-W, and thus can be considered a relatively selective inhibitor (I50 = 2.0 μM of AP-N. In contrast, bestatin was a relatively poor inhibitor of AP-N (I50 = 89 μm) and failed to inhibit AP-A, but was more potent towards AP-W (I50 = 7.9 μM). Thus, some of the observed chemotherapeutic actions of bestatin may be due to inhibition of cell-surface AP-W. A number of other metallopeptidase inhibitors, including inhibitors of endopeptidase-24.11 (EC 3.4.24.11) and membrane dipeptidase (EC 3.4.13.11), and the carboxylalkyl and phosphoryl inhibitors of angiotensin converting enzyme (EC 3.4.15.1) failed to inhibit significantly AP-A, AP-N or AP-W. However, AP-W was inhibited with I50 values in the micromolar range by the sulphydryl converting enzyme inhibitors rentiapril (I50 = 1.6 μM), zofenoprilat (I50 = 7.0 μM) and YS 980 (I50 = 17.7 μM). Neither AP-A nor AP-N were affected by these sulphydryl compounds. Inhibition of AP-W may account for some of the side effects noted with the clinical use of the sulphydryl converting enzyme inhibitors. The availability of compounds which are totally selective for AP-W over any of the other mammalian cell surface zinc aminopeptidases may aid in identifying endogenous substrates, and thus physiological or pathophysiological role(s) of AP-W.",1992-11-03,"Tieku, Stephen; Hooper, Nigel M.",Biochemical Pharmacology,,,True,custom_license
21,5055a81a32741e8c2d188c49c6e5290a09d615cd,Elsevier,Paraneoplastic limbic encephalitis: Neuropsychiatric presentation,10.1016/0006-3223(90)90444-7,,2155672.0,els-covid,"Abstract Limbic encephalitis as a distinct clinicopathological entity is becoming increasingly familiar to neurologists. However, despite its classical clinical presentation of mental status changes and behavioral abnormalities, the disorder is not well known in the psychiatric literature and premortem diagnosis is rare. We recently participated in the care of a patient who spent two months on a psychiatric service and in whom a medical disorder was consistently suspected but not confirmed until autopsy revealed paraneoplasic limbic encephalitis and two primary systemic malignancies. A detailed neuropsychiatric description of this clinical entity is provided from presentation to autopsy with review of the literature.",1990-03-01,"Newman, Nancy J.; Bell, Iris R.; McKee, Ann C.",Biological Psychiatry,,,True,custom_license
22,e6caa9eaa2171e4bc3f9ad3128989f1c2715bd91,Elsevier,The relationship between axonal transport of protein and demyelination in the optic nerves of mice infected with Semliki Forest Virus,10.1016/0006-8993(86)91364-8,,2432991.0,els-covid,"Abstract Fast and slow axonal transport of protein have been studied in the optic nerves of mice infected with Semliki Forest Virus (SFV) that causes patchy demyelination throughout the CNS. Intravitreal injections of [3H]proline were given at regular intervals after virus inoculation, the labelled protein in the superior colliculi was then measured after survival periods of 18 h or 10 days, for fast and slow axonal transport studies, respectively. Fast transport studies showed an enhanced amount of protein arriving at the optic nerve terminals (superior colliculus) of the SFV-infected mice prior to the onset of demyelination. In contrast, the slow transport studies showed an enhanced amount of protein at the superior colliculus of the SFV-infected mice during the demyelination period. There was no concomitant increase in labelled protein in the retina at any time after the SFV infection. It is proposed that alteration in the transport of the protein constituents other than major myelin specific components may cause disruption of myelin maintenance in SFV infection.",1986-11-05,"Tansey, E.M.; Ikeda, Hisako",Brain Research,,,True,custom_license
23,d8172a2a6371134b3128daffebd064ef33cd7eb5,Elsevier,Regulation of astrocyte proliferation by prostaglandin E2 and the α subtype of protein kinase C,10.1016/0006-8993(93)90455-V,,8348305.0,els-covid,"Abstract We found that astrocytes expressed the α subtype of protein kinase C. Treatment with12-O-tetradecanoylphorbol 13-acetate (TPA) caused cultured astrocytes to proliferate. This effect of TPA was blocked by staurosporine, a potent protein kinase C inhibitor, suggesting the involvement of protein kinase C in astrocyte proliferation. Indomethacin, an inhibitor of prostaglandin formation, enhanced both the normal and TPA-induced proliferation of astrocytes. Authentic prostaglandin E2 blocked this effect of indomethacin and also partially blocked the effect of TPA, suggesting that the intracellular mechanisms involved in prostaglandin E2-regulated astrocyte growth might differ from those acting in protein kinase-dependent growth. The effect of prostaglandin E2 was blocked by a specific anti-prostaglandin E2 polyclonal antibody. Cultured astrocytes and microglia produced and released prostaglandin E2 in response to stimulants such as lipopolysaccharide, TPA, and lymphokines. Since the sensitivity of astrocytes and microglia to these stimuli was different, prostaglandin E2 may differentially regulate astrocyte proliferation under different physiological conditions, acting in an autocrine fashion for astrocytes and in a paracrine fashion for microglia.",1993-06-04,"Sawada, Makoto; Suzumura, Akio; Ohno, Kazushige; Marunouchi, Tohru",Brain Research,,,True,custom_license
